timestamp,A0,A4,A2,Channel 4,Channel 5,Channel 6,Channel 7
1785926175267,3298590.000000,3270800.000000,3765538.000000,1.966113,1.949549,2.244436,2.053366
1785926175771,3298859.000000,3270601.000000,3764982.000000,1.966273,1.949430,2.244104,2.053269
1785926176275,3298891.000000,3270437.000000,3765032.000000,1.966292,1.949332,2.244134,2.053253
1785926176779,3297177.000000,3269353.000000,3763995.000000,1.965271,1.948686,2.243516,2.052491
1785926177288,3297165.000000,3269490.000000,3763972.000000,1.965264,1.948768,2.243502,2.052511
1785926177792,3298112.000000,3270393.000000,3765100.000000,1.965828,1.949306,2.244175,2.053103
1785926178296,3296770.000000,3269337.000000,3764064.000000,1.965028,1.948677,2.243557,2.052421
1785926178800,3296822.000000,3269071.000000,3763662.000000,1.965059,1.948518,2.243318,2.052298
1785926179309,3296523.000000,3268835.000000,3763739.000000,1.964881,1.948378,2.243363,2.052207
1785926179813,3297139.000000,3268509.000000,3764024.000000,1.965248,1.948183,2.243533,2.052322
1785926180317,3296780.000000,3268020.000000,3763087.000000,1.965034,1.947892,2.242975,2.051967
1785926180821,3297224.000000,3268681.000000,3763845.000000,1.965299,1.948286,2.243427,2.052337
1785926181330,3296349.000000,3267992.000000,3763206.000000,1.964777,1.947875,2.243046,2.051899
1785926181834,3295367.000000,3267466.000000,3762627.000000,1.964192,1.947562,2.242701,2.051485
1785926182338,3296139.000000,3268033.000000,3762928.000000,1.964652,1.947900,2.242880,2.051811
1785926182842,3295125.000000,3267265.000000,3762450.000000,1.964048,1.947442,2.242595,2.051362
1785926183352,3294533.000000,3266812.000000,3761847.000000,1.963695,1.947172,2.242236,2.051034
1785926183855,3295059.000000,3267212.000000,3762078.000000,1.964008,1.947410,2.242373,2.051264
1785926184359,3294014.000000,3266643.000000,3762321.000000,1.963385,1.947071,2.242518,2.050992
1785926184863,3293386.000000,3266235.000000,3760981.000000,1.963011,1.946828,2.241719,2.050520
1785926185372,3293464.000000,3266373.000000,3760934.000000,1.963058,1.946910,2.241692,2.050553
1785926185876,3293320.000000,3266681.000000,3761915.000000,1.962972,1.947094,2.242276,2.050781
1785926186380,3292655.000000,3265795.000000,3760407.000000,1.962575,1.946566,2.241377,2.050173
1785926186884,3293031.000000,3266104.000000,3760986.000000,1.962800,1.946750,2.241723,2.050424
1785926187393,3292716.000000,3266105.000000,3761096.000000,1.962612,1.946750,2.241788,2.050384
1785926187897,3291551.000000,3265352.000000,3760014.000000,1.961917,1.946302,2.241143,2.049787
1785926188401,3292085.000000,3265887.000000,3760344.000000,1.962236,1.946620,2.241340,2.050065
1785926188905,3291615.000000,3265514.000000,3760708.000000,1.961956,1.946398,2.241557,2.049970
1785926189414,3291102.000000,3265130.000000,3759906.000000,1.961650,1.946169,2.241079,2.049633
1785926189918,3291449.000000,3265160.000000,3759691.000000,1.961857,1.946187,2.240951,2.049665
1785926190422,3290828.000000,3265155.000000,3760032.000000,1.961486,1.946184,2.241154,2.049608
1785926190926,3290030.000000,3264591.000000,3758994.000000,1.961011,1.945848,2.240535,2.049131
1785926191435,3290227.000000,3265072.000000,3759257.000000,1.961128,1.946135,2.240692,2.049318
1785926191939,3290400.000000,3264735.000000,3759572.000000,1.961231,1.945934,2.240880,2.049348
1785926192443,3289521.000000,3264054.000000,3758495.000000,1.960707,1.945528,2.240238,2.048824
1785926192947,3290214.000000,3265147.000000,3759322.000000,1.961120,1.946179,2.240731,2.049344
1785926193456,3289746.000000,3264127.000000,3759117.000000,1.960842,1.945571,2.240608,2.049007
1785926193960,3288808.000000,3263755.000000,3758006.000000,1.960282,1.945350,2.239946,2.048526
1785926194464,3289018.000000,3263941.000000,3758471.000000,1.960408,1.945461,2.240223,2.048697
1785926194968,3289280.000000,3265843.000000,3760407.000000,1.960564,1.946594,2.241377,2.049512
1785926195478,3287322.000000,3263399.000000,3757585.000000,1.959397,1.945138,2.239695,2.048077
1785926195981,3287212.000000,3263652.000000,3757300.000000,1.959331,1.945288,2.239526,2.048048
1785926196485,3287185.000000,3263783.000000,3757754.000000,1.959315,1.945366,2.239796,2.048159
1785926196989,3285708.000000,3263176.000000,3756972.000000,1.958435,1.945005,2.239330,2.047590
1785926197498,3285773.000000,3263397.000000,3757047.000000,1.958473,1.945136,2.239375,2.047662
1785926198002,3286315.000000,3263683.000000,3757686.000000,1.958797,1.945307,2.239756,2.047953
1785926198506,3285106.000000,3262983.000000,3757073.000000,1.958076,1.944890,2.239390,2.047452
1785926199010,3286890.000000,3264442.000000,3757905.000000,1.959139,1.945759,2.239886,2.048261
1785926199519,3286517.000000,3264201.000000,3757739.000000,1.958917,1.945616,2.239787,2.048106
1785926200023,3284795.000000,3263207.000000,3756618.000000,1.957891,1.945023,2.239119,2.047344
1785926200527,3284833.000000,3263130.000000,3756176.000000,1.957913,1.944977,2.238856,2.047249
1785926201031,3285129.000000,3263456.000000,3757299.000000,1.958090,1.945171,2.239525,2.047595
1785926201540,3284274.000000,3262944.000000,3756394.000000,1.957580,1.944866,2.238986,2.047144
1785926202044,3284383.000000,3262810.000000,3755982.000000,1.957645,1.944786,2.238740,2.047057
1785926202548,3284330.000000,3262757.000000,3756569.000000,1.957613,1.944755,2.239090,2.047153
1785926203052,3283913.000000,3261733.000000,3755383.000000,1.957365,1.944144,2.238383,2.046631
1785926203561,3283880.000000,3262415.000000,3755281.000000,1.957345,1.944551,2.238322,2.046739
1785926204065,3284600.000000,3261321.000000,3755780.000000,1.957774,1.943899,2.238620,2.046764
1785926204569,3283140.000000,3260204.000000,3754910.000000,1.956904,1.943233,2.238101,2.046079
1785926205073,3283403.000000,3260613.000000,3754753.000000,1.957061,1.943477,2.238007,2.046182
1785926205582,3283728.000000,3261753.000000,3755460.000000,1.957255,1.944156,2.238429,2.046613
1785926206086,3283009.000000,3260090.000000,3755005.000000,1.956826,1.943165,2.238158,2.046049
1785926206590,3282894.000000,3260897.000000,3754684.000000,1.956757,1.943646,2.237966,2.046123
1785926207094,3282832.000000,3260120.000000,3755109.000000,1.956720,1.943183,2.238219,2.046041
1785926207603,3282232.000000,3259684.000000,3754460.000000,1.956363,1.942923,2.237833,2.045706
1785926208107,3281883.000000,3260020.000000,3754002.000000,1.956155,1.943123,2.237560,2.045613
1785926208611,3282342.000000,3260538.000000,3755269.000000,1.956428,1.943432,2.238315,2.046058
1785926209115,3281661.000000,3259532.000000,3753818.000000,1.956023,1.942833,2.237450,2.045435
1785926209624,3281152.000000,3259261.000000,3753433.000000,1.955719,1.942671,2.237221,2.045203
1785926210128,3281677.000000,3259825.000000,3754043.000000,1.956032,1.943007,2.237584,2.045541
1785926210632,3280886.000000,3259007.000000,3753519.000000,1.955561,1.942520,2.237272,2.045117
1785926211136,3281149.000000,3259537.000000,3753661.000000,1.955717,1.942836,2.237356,2.045303
1785926211645,3281246.000000,3260015.000000,3754187.000000,1.955775,1.943120,2.237670,2.045522
1785926212149,3281104.000000,3258701.000000,3753586.000000,1.955691,1.942337,2.237312,2.045113
1785926212653,3281497.000000,3258308.000000,3751756.000000,1.955925,1.942103,2.236221,2.044749
1785926213157,3281845.000000,3258925.000000,3753788.000000,1.956132,1.942471,2.237432,2.045345
1785926213666,3282280.000000,3258502.000000,3753275.000000,1.956391,1.942219,2.237126,2.045245
1785926214170,3281332.000000,3258072.000000,3751814.000000,1.955826,1.941962,2.236256,2.044682
1785926214674,3281464.000000,3258649.000000,3753056.000000,1.955905,1.942306,2.236996,2.045069
1785926215178,3280616.000000,3258052.000000,3752161.000000,1.955400,1.941950,2.236462,2.044604
1785926215687,3280446.000000,3257730.000000,3751445.000000,1.955298,1.941759,2.236036,2.044364
1785926216191,3281392.000000,3262766.000000,3754687.000000,1.955862,1.944760,2.237968,2.046197
1785926216695,3279983.000000,3258325.000000,3752337.000000,1.955022,1.942113,2.236567,2.044568
1785926217199,3279750.000000,3258180.000000,3751304.000000,1.954883,1.942027,2.235952,2.044287
1785926217708,3279975.000000,3258554.000000,3751783.000000,1.955018,1.942250,2.236237,2.044502
1785926218212,3280142.000000,3258358.000000,3752648.000000,1.955117,1.942133,2.236753,2.044667
1785926218716,3279513.000000,3257744.000000,3750619.000000,1.954742,1.941767,2.235543,2.044018
1785926219220,3279698.000000,3257962.000000,3751537.000000,1.954852,1.941897,2.236090,2.044280
1785926219729,3279549.000000,3258211.000000,3752299.000000,1.954764,1.942045,2.236545,2.044451
1785926220233,3279157.000000,3257721.000000,3750832.000000,1.954530,1.941753,2.235670,2.043984
1785926220737,3279975.000000,3257823.000000,3751021.000000,1.955018,1.941814,2.235783,2.044205
1785926221241,3279219.000000,3257713.000000,3751201.000000,1.954567,1.941748,2.235890,2.044069
1785926221750,3278992.000000,3257545.000000,3750269.000000,1.954432,1.941648,2.235335,2.043805
1785926222254,3279371.000000,3257844.000000,3750497.000000,1.954658,1.941826,2.235471,2.043985
1785926222758,3279021.000000,3257692.000000,3750781.000000,1.954449,1.941736,2.235640,2.043941
1785926223262,3278873.000000,3257518.000000,3750277.000000,1.954361,1.941632,2.235339,2.043777
1785926223771,3278666.000000,3257512.000000,3749854.000000,1.954237,1.941629,2.235087,2.043651
1785926224275,3279121.000000,3257760.000000,3751065.000000,1.954509,1.941776,2.235809,2.044031
1785926224779,3278104.000000,3257496.000000,3749657.000000,1.953902,1.941619,2.234970,2.043497
1785926225283,3278923.000000,3258052.000000,3751146.000000,1.954391,1.941950,2.235857,2.044066
