timestamp,A0,A4,A2,Channel 4,Channel 5,Channel 6,Channel 7
1785926400101,3020400.000000,2987736.000000,3140545.000000,1.800299,1.780830,1.871911,1.817680
1785926400605,3020605.000000,2987601.000000,3140043.000000,1.800421,1.780749,1.871612,1.817594
1785926401109,3020885.000000,2987532.000000,3139452.000000,1.800588,1.780708,1.871259,1.817518
1785926401618,3020014.000000,2987132.000000,3138096.000000,1.800069,1.780470,1.870451,1.816996
1785926402122,3019463.000000,2986636.000000,3137271.000000,1.799740,1.780174,1.869959,1.816625
1785926402626,3019395.000000,2987079.000000,3136372.000000,1.799700,1.780438,1.869424,1.816520
1785926403130,3018379.000000,2985918.000000,3135762.000000,1.799094,1.779746,1.869060,1.815967
1785926403639,3017395.000000,2985264.000000,3133910.000000,1.798508,1.779356,1.867956,1.815273
1785926404143,3018368.000000,2985524.000000,3133582.000000,1.799088,1.779511,1.867761,1.815453
1785926404647,3017573.000000,2984969.000000,3132800.000000,1.798614,1.779180,1.867294,1.815030
1785926405151,3017456.000000,2985305.000000,3132465.000000,1.798544,1.779381,1.867095,1.815007
1785926405660,3016842.000000,2985615.000000,3131916.000000,1.798178,1.779565,1.866768,1.814837
1785926406164,3016187.000000,2984333.000000,3130463.000000,1.797788,1.778801,1.865901,1.814164
1785926406668,3016849.000000,2984428.000000,3130129.000000,1.798182,1.778858,1.865702,1.814247
1785926407172,3014902.000000,2984324.000000,3129873.000000,1.797022,1.778796,1.865550,1.813789
1785926407681,3016673.000000,2984101.000000,3129338.000000,1.798077,1.778663,1.865231,1.813990
1785926408185,3015791.000000,2983486.000000,3129074.000000,1.797552,1.778296,1.865074,1.813641
1785926408689,3015491.000000,2983624.000000,3128887.000000,1.797373,1.778379,1.864962,1.813571
1785926409193,3014901.000000,2982127.000000,3128524.000000,1.797021,1.777486,1.864746,1.813084
1785926409702,3014606.000000,2982601.000000,3128254.000000,1.796845,1.777769,1.864585,1.813066
1785926410206,3014071.000000,2982444.000000,3127885.000000,1.796526,1.777675,1.864365,1.812855
1785926410710,3013369.000000,2981568.000000,3127056.000000,1.796108,1.777153,1.863871,1.812377
1785926411214,3013847.000000,2982436.000000,3125425.000000,1.796393,1.777671,1.862899,1.812321
1785926411723,3013786.000000,2982478.000000,3124556.000000,1.796357,1.777696,1.862381,1.812144
1785926412227,3012838.000000,2980833.000000,3123695.000000,1.795792,1.776715,1.861867,1.811458
1785926412731,3013248.000000,2981620.000000,3123499.000000,1.796036,1.777184,1.861751,1.811657
1785926413235,3012665.000000,2980980.000000,3122954.000000,1.795688,1.776803,1.861426,1.811306
1785926413744,3012692.000000,2980661.000000,3122643.000000,1.795704,1.776613,1.861240,1.811186
1785926414248,3012690.000000,2981168.000000,3122561.000000,1.795703,1.776915,1.861192,1.811270
1785926414752,3012492.000000,2980369.000000,3122398.000000,1.795585,1.776438,1.861094,1.811039
1785926415256,3012598.000000,2980312.000000,3122017.000000,1.795648,1.776405,1.860867,1.810974
1785926415765,3012143.000000,2980458.000000,3121632.000000,1.795377,1.776492,1.860638,1.810835
1785926416269,3011374.000000,2979524.000000,3120808.000000,1.794919,1.775935,1.860147,1.810333
1785926416773,3011128.000000,2979970.000000,3120178.000000,1.794772,1.776201,1.859771,1.810248
1785926417277,3011264.000000,2979926.000000,3119892.000000,1.794853,1.776174,1.859601,1.810209
1785926417786,3011137.000000,2979477.000000,3114913.000000,1.794778,1.775907,1.856633,1.809106
1785926418290,3010993.000000,2979251.000000,3114362.000000,1.794692,1.775772,1.856305,1.808923
1785926418794,3010979.000000,2979897.000000,3113898.000000,1.794683,1.776157,1.856028,1.808956
1785926419298,3010323.000000,2978845.000000,3108578.000000,1.794292,1.775530,1.852857,1.807560
1785926419807,3010612.000000,2978902.000000,3105196.000000,1.794465,1.775564,1.850841,1.806957
1785926420311,3010391.000000,2979307.000000,3105032.000000,1.794333,1.775805,1.850743,1.806961
1785926420815,3009737.000000,2978127.000000,3103738.000000,1.793943,1.775102,1.849972,1.806339
1785926421319,3010073.000000,2979310.000000,3103781.000000,1.794143,1.775807,1.849998,1.806650
1785926421828,3008869.000000,2978023.000000,3102870.000000,1.793426,1.775040,1.849455,1.805974
1785926422332,3009952.000000,2978021.000000,3101898.000000,1.794071,1.775039,1.848875,1.805995
1785926422836,3010198.000000,2978764.000000,3101895.000000,1.794218,1.775482,1.848874,1.806191
1785926423340,3010747.000000,2978596.000000,3101511.000000,1.794545,1.775382,1.848645,1.806190
1785926423849,3009410.000000,2977497.000000,3086992.000000,1.793748,1.774727,1.839991,1.802822
1785926424353,3009434.000000,2977925.000000,3077240.000000,1.793763,1.774982,1.834178,1.800974
1785926424857,3008847.000000,2977472.000000,3075686.000000,1.793413,1.774712,1.833252,1.800459
1785926425361,3008803.000000,2977346.000000,3075273.000000,1.793386,1.774637,1.833006,1.800343
1785926425870,3008878.000000,2977655.000000,3074690.000000,1.793431,1.774821,1.832658,1.800303
1785926426374,3008207.000000,2977236.000000,3073950.000000,1.793031,1.774571,1.832217,1.799940
1785926426878,3008249.000000,2977030.000000,3073118.000000,1.793056,1.774448,1.831721,1.799742
1785926427382,3008366.000000,2977159.000000,3073221.000000,1.793126,1.774525,1.831783,1.799811
1785926427891,3007945.000000,2976563.000000,3072399.000000,1.792875,1.774170,1.831293,1.799446
1785926428395,3008059.000000,2976602.000000,3071512.000000,1.792943,1.774193,1.830764,1.799300
1785926428899,3007975.000000,2977049.000000,3071057.000000,1.792893,1.774460,1.830493,1.799282
1785926429403,3007755.000000,2976128.000000,3069995.000000,1.792762,1.773911,1.829860,1.798844
1785926429912,3007481.000000,2975919.000000,3069870.000000,1.792598,1.773786,1.829785,1.798723
1785926430416,3007753.000000,2976732.000000,3069952.000000,1.792761,1.774271,1.829834,1.798955
1785926430920,3007356.000000,2975415.000000,3069001.000000,1.792524,1.773486,1.829267,1.798426
1785926431424,3007744.000000,2976572.000000,3068968.000000,1.792755,1.774175,1.829248,1.798726
1785926431933,3007573.000000,2976411.000000,3068853.000000,1.792653,1.774079,1.829179,1.798637
1785926432437,3007004.000000,2975236.000000,3068067.000000,1.792314,1.773379,1.828711,1.798134
1785926432941,3007004.000000,2976087.000000,3067672.000000,1.792314,1.773886,1.828475,1.798225
1785926433445,3005877.000000,2975404.000000,3064862.000000,1.791642,1.773479,1.826800,1.797307
1785926433954,3006338.000000,2974854.000000,3064552.000000,1.791917,1.773151,1.826615,1.797228
1785926434458,3006724.000000,2975443.000000,3064243.000000,1.792147,1.773502,1.826431,1.797360
1785926434962,3006419.000000,2974795.000000,3063738.000000,1.791965,1.773116,1.826130,1.797071
1785926435466,3006733.000000,2974474.000000,3063360.000000,1.792153,1.772925,1.825905,1.796994
1785926435975,3006306.000000,2974857.000000,3062890.000000,1.791898,1.773153,1.825625,1.796892
1785926436479,3005229.000000,2974331.000000,3062356.000000,1.791256,1.772840,1.825307,1.796467
1785926436983,3004785.000000,2974153.000000,3061992.000000,1.790992,1.772733,1.825090,1.796271
1785926437487,3004956.000000,2975062.000000,3062014.000000,1.791093,1.773275,1.825103,1.796491
1785926437996,3004692.000000,2974262.000000,3060830.000000,1.790936,1.772798,1.824397,1.796044
1785926438500,3002419.000000,2974012.000000,3059765.000000,1.789581,1.772649,1.823762,1.795331
1785926439004,3001690.000000,2974805.000000,3059306.000000,1.789147,1.773122,1.823489,1.795252
1785926439508,3000317.000000,2973365.000000,3058321.000000,1.788328,1.772264,1.822901,1.794498
1785926440017,3000836.000000,2973676.000000,3057809.000000,1.788638,1.772449,1.822596,1.794561
1785926440521,3001406.000000,2973929.000000,3057828.000000,1.788978,1.772600,1.822608,1.794728
1785926441025,3000073.000000,2972780.000000,3056658.000000,1.788183,1.771915,1.821910,1.794003
1785926441529,3000343.000000,2973032.000000,3056517.000000,1.788344,1.772065,1.821826,1.794078
1785926442038,3000774.000000,2973378.000000,3056270.000000,1.788601,1.772272,1.821679,1.794184
1785926442542,2999996.000000,2972623.000000,3055812.000000,1.788137,1.771821,1.821406,1.793788
1785926443046,3000408.000000,2973241.000000,3055418.000000,1.788383,1.772190,1.821171,1.793915
1785926443550,3000528.000000,2973225.000000,3054767.000000,1.788454,1.772180,1.820783,1.793806
1785926444059,2999711.000000,2972349.000000,3053794.000000,1.787967,1.771658,1.820203,1.793276
1785926444563,2999723.000000,2972324.000000,3053701.000000,1.787974,1.771643,1.820148,1.793255
1785926445067,3000878.000000,2972484.000000,3053474.000000,1.788663,1.771739,1.820012,1.793471
1785926445571,2999671.000000,2971998.000000,3028173.000000,1.787943,1.771449,1.804932,1.788108
1785926446080,3000144.000000,2972267.000000,3022418.000000,1.788225,1.771609,1.801502,1.787112
1785926446584,2999177.000000,2972358.000000,3017075.000000,1.787649,1.771664,1.798317,1.785876
1785926447088,2998267.000000,2971698.000000,3008401.000000,1.787107,1.771270,1.793147,1.783841
1785926447592,2999064.000000,2972340.000000,3010273.000000,1.787582,1.771653,1.794263,1.784499
1785926448101,2998709.000000,2972337.000000,3009586.000000,1.787370,1.771651,1.793853,1.784291
1785926448605,2998473.000000,2971508.000000,2998419.000000,1.787229,1.771157,1.787197,1.781861
1785926449109,2998507.000000,2972299.000000,3001554.000000,1.787250,1.771628,1.789066,1.782648
1785926449613,2996691.000000,2971370.000000,2999135.000000,1.786167,1.771075,1.787624,1.781622
1785926450122,2997231.000000,2971390.000000,3001996.000000,1.786489,1.771087,1.789329,1.782302
1785926450626,2998523.000000,2971940.000000,3004878.000000,1.787259,1.771414,1.791047,1.783240
1785926451130,2996904.000000,2971371.000000,3007268.000000,1.786294,1.771075,1.792472,1.783280
1785926451634,2997946.000000,2971575.000000,3020398.000000,1.786915,1.771197,1.800298,1.786137
1785926452143,2997331.000000,2971795.000000,3019198.000000,1.786549,1.771328,1.799582,1.785820
1785926452647,2979496.000000,2971018.000000,3020702.000000,1.775918,1.770865,1.800479,1.782421
1785926453151,2996898.000000,2971474.000000,3020943.000000,1.786291,1.771137,1.800622,1.786016
1785926453655,2999875.000000,2971737.000000,3014505.000000,1.788065,1.771293,1.796785,1.785381
1785926454164,2995941.000000,2970948.000000,3018938.000000,1.785720,1.770823,1.799427,1.785324
1785926454668,2996774.000000,2970811.000000,3019997.000000,1.786217,1.770741,1.800059,1.785672
