timestamp,A0,A4,A2,Channel 4,Channel 5,Channel 6,Channel 7
1785926243472,3185275.000000,3143810.000000,3646339.000000,1.898572,1.873857,2.173388,1.981939
1785926243981,3184337.000000,3143054.000000,3645678.000000,1.898013,1.873406,2.172994,1.981471
1785926244485,3183584.000000,3142582.000000,3643196.000000,1.897564,1.873125,2.171514,1.980734
1785926244989,3183606.000000,3142304.000000,3645648.000000,1.897577,1.872959,2.172976,1.981171
1785926245493,3182297.000000,3141604.000000,3643437.000000,1.896797,1.872542,2.171658,1.980332
1785926246002,3181854.000000,3141247.000000,3642640.000000,1.896533,1.872329,2.171183,1.980015
1785926246506,3183600.000000,3142403.000000,3646215.000000,1.897574,1.873018,2.173314,1.981302
1785926247010,3181546.000000,3140923.000000,3644461.000000,1.896349,1.872136,2.172268,1.980251
1785926247514,3179766.000000,3140996.000000,3643811.000000,1.895288,1.872180,2.171881,1.979783
1785926248023,3179386.000000,3140838.000000,3644400.000000,1.895062,1.872085,2.172232,1.979793
1785926248527,3177441.000000,3140606.000000,3644132.000000,1.893903,1.871947,2.172072,1.979307
1785926249031,3177342.000000,3140576.000000,3643932.000000,1.893844,1.871929,2.171953,1.979242
1785926249535,3176651.000000,3140363.000000,3644738.000000,1.893432,1.871802,2.172433,1.979222
1785926250044,3175937.000000,3140070.000000,3645310.000000,1.893006,1.871628,2.172774,1.979136
1785926250548,3175900.000000,3139943.000000,3644864.000000,1.892984,1.871552,2.172508,1.979015
1785926251052,3174743.000000,3139866.000000,3645114.000000,1.892294,1.871506,2.172657,1.978819
1785926251556,3173705.000000,3139483.000000,3644584.000000,1.891676,1.871278,2.172342,1.978432
1785926252065,3173156.000000,3139447.000000,3644656.000000,1.891348,1.871256,2.172385,1.978330
1785926252569,3173411.000000,3139662.000000,3644994.000000,1.891500,1.871385,2.172586,1.978490
1785926253073,3172362.000000,3139416.000000,3644631.000000,1.890875,1.871238,2.172369,1.978161
1785926253577,3172568.000000,3139460.000000,3644391.000000,1.890998,1.871264,2.172226,1.978163
1785926254086,3171926.000000,3139407.000000,3644931.000000,1.890615,1.871233,2.172548,1.978132
1785926254590,3170993.000000,3139091.000000,3644353.000000,1.890059,1.871044,2.172204,1.977769
1785926255094,3170914.000000,3139094.000000,3644321.000000,1.890012,1.871046,2.172185,1.977748
1785926255598,3170183.000000,3139064.000000,3645233.000000,1.889576,1.871028,2.172728,1.977777
1785926256107,3169661.000000,3138914.000000,3645224.000000,1.889265,1.870939,2.172723,1.977642
1785926256611,3169429.000000,3138764.000000,3644800.000000,1.889127,1.870849,2.172470,1.977482
1785926257115,3169787.000000,3138697.000000,3645801.000000,1.889340,1.870809,2.173067,1.977739
1785926257619,3168505.000000,3138273.000000,3645250.000000,1.888576,1.870557,2.172739,1.977291
1785926258128,3168271.000000,3138113.000000,3645288.000000,1.888437,1.870461,2.172761,1.977220
1785926258632,3168735.000000,3138206.000000,3646499.000000,1.888713,1.870517,2.173483,1.977571
1785926259136,3167841.000000,3137971.000000,3645440.000000,1.888180,1.870377,2.172852,1.977136
1785926259640,3168150.000000,3138122.000000,3645486.000000,1.888365,1.870467,2.172879,1.977237
1785926260149,3167959.000000,3137927.000000,3645899.000000,1.888251,1.870350,2.173125,1.977242
1785926260653,3167271.000000,3137626.000000,3645872.000000,1.887841,1.870171,2.173109,1.977040
1785926261157,3166973.000000,3137700.000000,3645022.000000,1.887663,1.870215,2.172603,1.976827
1785926261661,3166949.000000,3137653.000000,3646378.000000,1.887649,1.870187,2.173411,1.977082
1785926262170,3166399.000000,3137423.000000,3645862.000000,1.887321,1.870050,2.173103,1.976825
1785926262674,3166198.000000,3137126.000000,3644442.000000,1.887201,1.869873,2.172257,1.976444
1785926263178,3166253.000000,3137250.000000,3645873.000000,1.887234,1.869947,2.173110,1.976763
1785926263682,3165491.000000,3136956.000000,3644779.000000,1.886780,1.869772,2.172458,1.976336
1785926264191,3163341.000000,3135475.000000,3666797.000000,1.885498,1.868889,2.185581,1.979990
1785926264695,3163125.000000,3135343.000000,3665769.000000,1.885370,1.868810,2.184969,1.979716
1785926265199,3161790.000000,3135063.000000,3664017.000000,1.884574,1.868643,2.183924,1.979047
1785926265703,3161827.000000,3134915.000000,3664529.000000,1.884596,1.868555,2.184230,1.979127
1785926266212,3161740.000000,3134903.000000,3665156.000000,1.884544,1.868548,2.184603,1.979232
1785926266716,3160093.000000,3134578.000000,3665116.000000,1.883562,1.868354,2.184580,1.978832
1785926267220,3159558.000000,3134362.000000,3663506.000000,1.883243,1.868225,2.183620,1.978363
1785926267724,3158904.000000,3133604.000000,3667391.000000,1.882854,1.867774,2.185935,1.978854
