timestamp,A0,A4,A2,Channel 4,Channel 5,Channel 6,Channel 7
1785925903442,4177169.000000,3993060.000000,4207051.000000,2.489787,2.380049,2.507598,2.459145
1785925903946,4172156.000000,3992396.000000,4206972.000000,2.486799,2.379654,2.507551,2.458001
1785925904455,4172306.000000,3992484.000000,4206859.000000,2.486888,2.379706,2.507483,2.458026
1785925904959,4179445.000000,3992112.000000,4207028.000000,2.491143,2.379484,2.507584,2.459404
1785925905463,4174086.000000,3991777.000000,4206907.000000,2.487949,2.379285,2.507512,2.458249
1785925905967,4176182.000000,3992107.000000,4206940.000000,2.489199,2.379481,2.507532,2.458737
1785925906476,4175068.000000,3992234.000000,4206918.000000,2.488535,2.379557,2.507519,2.458537
1785925906980,4175724.000000,3992701.000000,4206978.000000,2.488926,2.379835,2.507555,2.458772
1785925907484,4171766.000000,3992254.000000,4207044.000000,2.486567,2.379569,2.507594,2.457910
1785925907988,4173958.000000,3992420.000000,4207059.000000,2.487873,2.379668,2.507603,2.458381
1785925908497,4175345.000000,3992525.000000,4206934.000000,2.488700,2.379730,2.507528,2.458653
1785925909001,4169386.000000,3992406.000000,4206952.000000,2.485148,2.379660,2.507539,2.457449
1785925909505,4168897.000000,3992118.000000,4206970.000000,2.484856,2.379488,2.507550,2.457298
1785925910009,4169492.000000,3992460.000000,4206874.000000,2.485211,2.379692,2.507493,2.457465
1785925910518,4174326.000000,3992470.000000,4206870.000000,2.488092,2.379698,2.507490,2.458427
1785925911022,4167770.000000,3992309.000000,4207018.000000,2.484185,2.379602,2.507578,2.457122
1785925911526,4165489.000000,3992052.000000,4206997.000000,2.482825,2.379449,2.507566,2.456613
1785925912030,4166479.000000,3992425.000000,4206899.000000,2.483415,2.379671,2.507507,2.456864
1785925912539,4166029.000000,3992413.000000,4207135.000000,2.483147,2.379664,2.507648,2.456820
1785925913043,4164938.000000,3992017.000000,4206941.000000,2.482497,2.379428,2.507532,2.456486
1785925913547,4173539.000000,3992035.000000,4206750.000000,2.487623,2.379438,2.507419,2.458160
1785925914051,4165884.000000,3992513.000000,4207038.000000,2.483061,2.379723,2.507590,2.456791
1785925914560,4164686.000000,3992428.000000,4207006.000000,2.482347,2.379673,2.507571,2.456530
1785925915064,4179138.000000,3992010.000000,4206909.000000,2.490961,2.379424,2.507513,2.459299
1785925915568,4175759.000000,3992056.000000,4206943.000000,2.488946,2.379451,2.507534,2.458644
1785925916072,4178659.000000,3992078.000000,4206953.000000,2.490675,2.379464,2.507540,2.459226
1785925916581,4164275.000000,3991837.000000,4206894.000000,2.482101,2.379320,2.507504,2.456309
1785925917085,4167031.000000,3991382.000000,4207021.000000,2.483744,2.379049,2.507580,2.456791
1785925917589,4164449.000000,3991157.000000,4206929.000000,2.482205,2.378915,2.507525,2.456215
1785925918093,4179832.000000,3991079.000000,4206998.000000,2.491374,2.378869,2.507566,2.459270
1785925918602,4199328.000000,3991010.000000,4206993.000000,2.502995,2.378828,2.507563,2.463129
1785925919106,4204249.000000,3991019.000000,4207002.000000,2.505928,2.378833,2.507569,2.464110
1785925919610,4178983.000000,3991221.000000,4206980.000000,2.490868,2.378953,2.507556,2.459126
1785925920114,4201575.000000,3990973.000000,4206960.000000,2.504334,2.378805,2.507544,2.463561
1785925920623,4201597.000000,3991034.000000,4206911.000000,2.504347,2.378842,2.507514,2.463568
1785925921127,4202928.000000,3991079.000000,4206902.000000,2.505141,2.378869,2.507509,2.463840
1785925921631,4057116.000000,3991180.000000,4206801.000000,2.418230,2.378929,2.507449,2.434869
1785925922135,4117866.000000,3990963.000000,4206879.000000,2.454440,2.378799,2.507495,2.446912
1785925922644,4115567.000000,3990877.000000,4206890.000000,2.453069,2.378748,2.507502,2.446440
1785925923148,4094371.000000,3991078.000000,4206868.000000,2.440435,2.378868,2.507489,2.442264
1785925923652,4111203.000000,3991061.000000,4206890.000000,2.450468,2.378858,2.507502,2.445609
1785925924156,4098296.000000,3990904.000000,4206970.000000,2.442775,2.378764,2.507550,2.443030
1785925924665,4115406.000000,3990939.000000,4207027.000000,2.452973,2.378785,2.507584,2.446447
1785925925169,4114155.000000,3991191.000000,4206946.000000,2.452228,2.378935,2.507535,2.446233
1785925925673,4127993.000000,3990903.000000,4206977.000000,2.460476,2.378764,2.507554,2.448931
1785925926177,4124646.000000,3991024.000000,4206950.000000,2.458481,2.378836,2.507538,2.448285
1785925926686,4094649.000000,3991106.000000,4206956.000000,2.440601,2.378885,2.507541,2.442343
1785925927190,4098780.000000,3991204.000000,4206887.000000,2.443063,2.378943,2.507500,2.443169
1785925927694,4130551.000000,3990866.000000,4206898.000000,2.462000,2.378742,2.507507,2.449416
1785925928198,4114328.000000,3991059.000000,4207001.000000,2.452331,2.378857,2.507568,2.446252
1785925928707,4113784.000000,3991044.000000,4206885.000000,2.452007,2.378848,2.507499,2.446118
1785925929211,4097136.000000,3990733.000000,4206794.000000,2.442084,2.378662,2.507445,2.442730
1785925929715,4120544.000000,3990763.000000,4206942.000000,2.456036,2.378680,2.507533,2.447416
1785925930219,4100861.000000,3990949.000000,4206921.000000,2.444304,2.378791,2.507520,2.443538
1785925930728,4115180.000000,3990999.000000,4206925.000000,2.452839,2.378821,2.507523,2.446394
1785925931232,4129642.000000,3990546.000000,4206876.000000,2.461459,2.378551,2.507494,2.449168
1785925931736,4118606.000000,3990657.000000,4206899.000000,2.454881,2.378617,2.507507,2.447002
1785925932240,4095947.000000,3990654.000000,4206920.000000,2.441375,2.378615,2.507520,2.442503
1785925932749,4126448.000000,3990461.000000,4206926.000000,2.459555,2.378500,2.507524,2.448526
1785925933252,4134734.000000,3990287.000000,4206893.000000,2.464494,2.378397,2.507504,2.450131
1785925933757,4103830.000000,3990594.000000,4206982.000000,2.446074,2.378580,2.507557,2.444070
1785925934261,4127804.000000,3990363.000000,4207068.000000,2.460363,2.378442,2.507608,2.448805
1785925934769,4127990.000000,3990276.000000,4206975.000000,2.460474,2.378390,2.507553,2.448806
1785925935273,4133413.000000,3990072.000000,4206969.000000,2.463706,2.378268,2.507549,2.449841
1785925935777,4125769.000000,3990426.000000,4207026.000000,2.459150,2.378479,2.507583,2.448404
1785925936281,4132758.000000,3990086.000000,4206839.000000,2.463316,2.378277,2.507472,2.449688
1785925936791,4134707.000000,3989966.000000,4206939.000000,2.464478,2.378205,2.507531,2.450071
1785925937295,4131217.000000,3990285.000000,4207023.000000,2.462397,2.378395,2.507581,2.449458
1785925937798,4130294.000000,3990175.000000,4206946.000000,2.461847,2.378330,2.507535,2.449238
1785925938303,4134087.000000,3989553.000000,4206895.000000,2.464108,2.377959,2.507505,2.449857
1785925938812,4134878.000000,3989449.000000,4206872.000000,2.464580,2.377897,2.507491,2.449989
1785925939316,4128296.000000,3990111.000000,4206950.000000,2.460656,2.378292,2.507538,2.448829
1785925939819,4133123.000000,3989749.000000,4206957.000000,2.463533,2.378076,2.507542,2.449717
1785925940323,4134626.000000,3989555.000000,4206940.000000,2.464429,2.377960,2.507532,2.449974
1785925940833,4134181.000000,3989326.000000,4206868.000000,2.464164,2.377824,2.507489,2.449826
1785925941336,4126900.000000,3989513.000000,4206985.000000,2.459824,2.377935,2.507559,2.448439
1785925941841,4133660.000000,3988526.000000,4206935.000000,2.463854,2.377347,2.507529,2.449577
1785925942344,4133160.000000,3989216.000000,4207045.000000,2.463556,2.377758,2.507594,2.449636
1785925942854,4129102.000000,3989467.000000,4207078.000000,2.461137,2.377908,2.507614,2.448886
1785925943358,4134541.000000,3988639.000000,4207127.000000,2.464379,2.377414,2.507643,2.449812
1785925943862,4126274.000000,3988363.000000,4207082.000000,2.459451,2.377250,2.507617,2.448106
1785925944366,4130159.000000,3989376.000000,4207029.000000,2.461767,2.377854,2.507585,2.449068
1785925944875,4134102.000000,3989457.000000,4207007.000000,2.464117,2.377902,2.507572,2.449864
1785925945379,4129204.000000,3988479.000000,4207050.000000,2.461198,2.377319,2.507597,2.448704
1785925945882,4134605.000000,3988878.000000,4207054.000000,2.464417,2.377557,2.507600,2.449858
1785925946386,4134734.000000,3989287.000000,4206874.000000,2.464494,2.377800,2.507493,2.449929
1785925946895,4133866.000000,3989199.000000,4207018.000000,2.463976,2.377748,2.507578,2.449768
1785925947400,4126806.000000,3988235.000000,4207032.000000,2.459768,2.377173,2.507587,2.448176
1785925947904,4130593.000000,3989206.000000,4207089.000000,2.462025,2.377752,2.507621,2.449133
1785925948407,4110368.000000,3989105.000000,4206977.000000,2.449970,2.377692,2.507554,2.445072
1785925948917,4094144.000000,3988218.000000,4206959.000000,2.440300,2.377163,2.507543,2.441669
1785925949421,4118141.000000,3988203.000000,4206789.000000,2.454603,2.377154,2.507442,2.446400
1785925949924,4077459.000000,3989059.000000,4206863.000000,2.430355,2.377665,2.507486,2.438502
1785925950429,4095218.000000,3987997.000000,4207029.000000,2.440940,2.377032,2.507585,2.441852
1785925950937,4094602.000000,3988072.000000,4206943.000000,2.440573,2.377076,2.507534,2.441728
1785925951442,4121764.000000,3988239.000000,4206926.000000,2.456763,2.377176,2.507524,2.447154
1785925951945,4119851.000000,3989028.000000,4206954.000000,2.455623,2.377646,2.507540,2.446936
1785925952449,4104128.000000,3987852.000000,4206854.000000,2.446251,2.376945,2.507481,2.443559
1785925952958,4121816.000000,3987859.000000,4206826.000000,2.456794,2.376949,2.507464,2.447069
1785925953463,4132307.000000,3988879.000000,4206807.000000,2.463047,2.377557,2.507452,2.449352
1785925953967,4097391.000000,3987806.000000,4206897.000000,2.442235,2.376918,2.507506,2.442220
1785925954471,4123927.000000,3987588.000000,4206940.000000,2.458052,2.376788,2.507532,2.447457
1785925954980,4096918.000000,3987710.000000,4206827.000000,2.441954,2.376861,2.507464,2.442093
1785925955484,4106656.000000,3988698.000000,4206852.000000,2.447758,2.377450,2.507479,2.444229
1785925955987,4127245.000000,3987559.000000,4206873.000000,2.460030,2.376770,2.507492,2.448097
1785925956492,4117678.000000,3987472.000000,4206959.000000,2.454328,2.376719,2.507543,2.446196
1785925957001,4101990.000000,3987467.000000,4206786.000000,2.444977,2.376716,2.507440,2.443044
1785925957504,4111525.000000,3988153.000000,4206933.000000,2.450660,2.377125,2.507528,2.445104
1785925958009,4128414.000000,3987216.000000,4206832.000000,2.460727,2.376566,2.507468,2.448253
1785925958512,4095106.000000,3987197.000000,4206769.000000,2.440874,2.376555,2.507430,2.441620
1785925959021,4115339.000000,3987403.000000,4206786.000000,2.452933,2.376678,2.507440,2.445684
1785925959525,4124268.000000,3987042.000000,4206805.000000,2.458256,2.376462,2.507451,2.447390
1785925960029,4133961.000000,3986742.000000,4206688.000000,2.464033,2.376284,2.507382,2.449233
1785925960533,4104074.000000,3987257.000000,4206795.000000,2.446219,2.376590,2.507445,2.443418
1785925961042,4113510.000000,3987849.000000,4206836.000000,2.451843,2.376943,2.507470,2.445419
1785925961546,4132775.000000,3986495.000000,4206817.000000,2.463326,2.376136,2.507458,2.448974
1785925962051,4131497.000000,3986145.000000,4206809.000000,2.462564,2.375928,2.507454,2.448648
1785925962555,4113707.000000,3987741.000000,4206773.000000,2.451961,2.376879,2.507432,2.445424
1785925963063,4125315.000000,3987318.000000,4206768.000000,2.458879,2.376627,2.507429,2.447645
1785925963567,4129554.000000,3986033.000000,4206706.000000,2.461406,2.375861,2.507392,2.448220
1785925964071,4129116.000000,3986010.000000,4206812.000000,2.461145,2.375847,2.507456,2.448149
1785925964575,4128026.000000,3986596.000000,4206760.000000,2.460495,2.376197,2.507425,2.448039
1785925965085,4135101.000000,3985823.000000,4206751.000000,2.464712,2.375736,2.507419,2.449289
1785925965588,4128953.000000,3986024.000000,4206654.000000,2.461048,2.375856,2.507361,2.448088
1785925966092,4129093.000000,3985710.000000,4206880.000000,2.461131,2.375669,2.507496,2.448098
1785925966597,4134433.000000,3985453.000000,4206771.000000,2.464314,2.375515,2.507431,2.449087
1785925967105,4133258.000000,3985345.000000,4206795.000000,2.463614,2.375451,2.507445,2.448837
1785925967610,4130421.000000,3985234.000000,4206773.000000,2.461923,2.375385,2.507432,2.448247
1785925968113,4125335.000000,3985615.000000,4206653.000000,2.458891,2.375612,2.507361,2.447288
1785925968617,4123812.000000,3984639.000000,4206786.000000,2.457984,2.375030,2.507440,2.446818
1785925969126,4126338.000000,3984438.000000,4206749.000000,2.459489,2.374910,2.507418,2.447273
1785925969631,4134519.000000,3984676.000000,4206785.000000,2.464365,2.375052,2.507439,2.448952
1785925970134,4134325.000000,3985161.000000,4206789.000000,2.464250,2.375341,2.507442,2.449011
1785925970638,4130821.000000,3984669.000000,4206694.000000,2.462161,2.375048,2.507385,2.448198
1785925971147,4121636.000000,3984617.000000,4206708.000000,2.456687,2.375017,2.507394,2.446366
1785925971652,4106069.000000,3984775.000000,4206582.000000,2.447408,2.375111,2.507318,2.443279
1785925972155,4133825.000000,3983781.000000,4206624.000000,2.463952,2.374519,2.507344,2.448605
1785925972659,4133050.000000,3983826.000000,4206684.000000,2.463490,2.374546,2.507379,2.448472
